region_id,helcom_id,month,year,chla_conc
BHI-008,DEN-065,6,1995,2.55
BHI-008,GER-021,6,1995,2.55
BHI-003,DEN-066,6,1995,1.1
BHI-003,DEN-065,6,1995,5.5
BHI-003,DEN-066,6,1995,1.45
BHI-003,GER-023,6,1995,1.45
BHI-008,DEN-066,6,1995,1.45
BHI-008,GER-023,6,1995,1.45
BHI-003,DEN-064,6,1995,3.9
BHI-003,DEN-047,6,1995,3.5
BHI-003,DEN-053,6,1995,5.4
BHI-003,DEN-047,6,1995,5.4
BHI-003,DEN-052,6,1995,4.5
BHI-003,SEA-002,6,1995,2.3
BHI-003,DEN-107,6,1995,3.5
BHI-003,DEN-105,6,1995,2
BHI-003,SEA-002,6,1995,2.1
BHI-003,DEN-105,6,1995,1.9666666666666668
BHI-002,DEN-002,6,1995,6.9
BHI-002,DEN-002,6,1995,23
BHI-003,DEN-068,6,1995,29
BHI-003,DEN-068,6,1995,3
BHI-006,DEN-004,6,1995,4.2
BHI-006,DEN-003,6,1995,0.21
BHI-002,DEN-002,6,1995,3.3
BHI-002,DEN-008,6,1995,1.6
BHI-003,DEN-084,6,1995,1.6
BHI-001,SEA-001,6,1995,1.5666666666666667
BHI-001,SWE-003,6,1995,1.7333333333333334
BHI-001,SWE-003,6,1995,1.55
BHI-001,SWE-001,6,1995,1.8333333333333333
BHI-001,SWE-001,6,1995,2.35
BHI-001,SWE-003,6,1995,1.95
BHI-001,SWE-001,6,1995,2.3
BHI-001,SWE-025,6,1995,4.3999999999999995
BHI-026,SEA-010,6,1995,5.616666666666667
BHI-037,SWE-016,6,1995,9.1
BHI-037,SWE-016,6,1995,7.3
BHI-037,SWE-016,6,1995,9.1
BHI-037,SWE-016,6,1995,5.8
BHI-037,SWE-017,6,1995,3.8
BHI-037,SWE-017,6,1995,4.5
BHI-037,SWE-017,6,1995,5.3
BHI-037,SWE-017,6,1995,2.7
BHI-040,FIN-007,6,1995,5.6
BHI-001,SWE-004,6,1995,2.033333333333333
BHI-001,SWE-004,6,1995,2.1666666666666665
BHI-001,SEA-001,6,1995,1.5
BHI-001,SWE-025,6,1995,2.625
BHI-026,SWE-014,6,1995,2.74
BHI-029,SWE-011,6,1995,1.2
BHI-029,SWE-011,6,1995,2.7
BHI-029,SWE-011,6,1995,2.9
BHI-029,SWE-011,6,1995,1.8
BHI-042,FIN-011,6,1995,1.5
BHI-003,DEN-102,6,1995,0.6
BHI-003,DEN-103,6,1995,2.1
BHI-003,DEN-015,6,1995,1.3
BHI-003,DEN-103,6,1995,2
BHI-003,DEN-104,6,1995,2.4
BHI-003,DEN-107,6,1995,2.6
BHI-002,DEN-001,6,1995,7.9
BHI-002,DEN-001,6,1995,5.2
BHI-002,DEN-092,6,1995,1.7999999999999998
BHI-001,SWE-004,6,1995,2.033333333333333
BHI-001,SWE-004,6,1995,2.1666666666666665
BHI-001,SEA-001,6,1995,1.5
BHI-001,SWE-025,6,1995,2.625
BHI-026,SWE-014,6,1995,2.74
BHI-042,FIN-011,6,1995,1.5
BHI-010,GER-004,6,1995,0.77
BHI-003,DEN-097,6,1995,1.7
BHI-003,DEN-102,6,1995,2.1
BHI-003,DEN-103,6,1995,2.1
BHI-003,DEN-102,6,1995,2.5
BHI-003,DEN-102,6,1995,1.4
BHI-003,DEN-051,6,1995,2.3
BHI-002,DEN-091,6,1995,3.9
BHI-041,SWE-022,6,1995,1
BHI-041,SWE-022,6,1995,1.2
BHI-041,SWE-022,6,1995,1
BHI-041,SWE-022,6,1995,1
BHI-029,SWE-011,6,1995,2.7
BHI-038,FIN-009,6,1995,2.1
BHI-040,FIN-007,6,1995,2.6
BHI-042,FIN-011,6,1995,3.3
BHI-041,SWE-022,6,1995,1.2
BHI-041,SWE-022,6,1995,1.3
BHI-041,SWE-022,6,1995,1.5
BHI-003,DEN-047,6,1995,3.8
BHI-003,DEN-047,6,1995,2.7
BHI-003,DEN-052,6,1995,1.7
BHI-003,SEA-002,6,1995,2.4
BHI-003,DEN-068,6,1995,30
BHI-003,DEN-068,6,1995,15
BHI-006,DEN-004,6,1995,5.9
BHI-006,DEN-003,6,1995,0.5
BHI-002,DEN-091,6,1995,4.85
BHI-002,DEN-008,6,1995,1.7
BHI-002,DEN-008,6,1995,1.65
BHI-005,SWE-005,6,1995,0.772
BHI-003,DEN-084,6,1995,2.1
BHI-002,DEN-095,6,1995,1.2
BHI-003,DEN-084,6,1995,3
BHI-002,SEA-001,6,1995,1
BHI-038,FIN-009,6,1995,2.1
BHI-040,FIN-007,6,1995,2.6
BHI-042,FIN-011,6,1995,3.3
BHI-026,SWE-007,6,1995,1.5
BHI-026,SWE-008,6,1995,1.4
BHI-026,SWE-012,6,1995,8.5
BHI-026,SWE-012,6,1995,10.7
BHI-026,SWE-012,6,1995,4
BHI-026,SWE-012,6,1995,1.5
BHI-026,SWE-012,6,1995,1.7
BHI-026,SWE-012,6,1995,3.5
BHI-026,SWE-012,6,1995,1.4
BHI-026,SWE-012,6,1995,2.3
BHI-029,SWE-011,6,1995,4.4
BHI-032,FIN-002,6,1995,5.6
BHI-038,SEA-015,6,1995,3.2
BHI-040,FIN-007,6,1995,2.7
BHI-003,DEN-011,6,1995,0.5
BHI-003,DEN-072,6,1995,4
BHI-003,DEN-072,6,1995,8
BHI-002,DEN-092,6,1995,1.2
BHI-002,DEN-092,6,1995,0.7
BHI-002,DEN-092,6,1995,1.3
BHI-002,SEA-001,6,1995,1.2
BHI-002,DEN-074,6,1995,17.25
BHI-002,DEN-075,6,1995,7.75
BHI-002,SEA-001,6,1995,4.7
BHI-002,DEN-075,6,1995,1.7999999999999998
BHI-001,SEA-001,6,1995,1.05
BHI-002,SEA-001,6,1995,5.533333333333333
BHI-001,SEA-001,6,1995,1.3666666666666667
BHI-002,SEA-001,6,1995,2.4000000000000004
BHI-002,SEA-001,6,1995,6.7
BHI-002,SEA-001,6,1995,2
BHI-001,SEA-001,6,1995,1.6
BHI-001,SEA-001,6,1995,2.6666666666666665
BHI-026,SWE-007,6,1995,1.5
BHI-026,SWE-008,6,1995,1.4
BHI-026,SWE-012,6,1995,8.5
BHI-026,SWE-012,6,1995,10.7
BHI-026,SWE-012,6,1995,4
BHI-026,SWE-012,6,1995,1.5
BHI-026,SWE-012,6,1995,1.7
BHI-026,SWE-012,6,1995,3.5
BHI-026,SWE-012,6,1995,1.4
BHI-026,SWE-012,6,1995,2.3
BHI-032,FIN-002,6,1995,5.6
BHI-038,SEA-015,6,1995,3.2
BHI-040,FIN-007,6,1995,2.7
BHI-026,SWE-008,6,1995,1.5
BHI-026,SWE-008,6,1995,1.5
BHI-026,SWE-007,6,1995,1.4
BHI-026,SWE-007,6,1995,1.9
BHI-026,SWE-008,6,1995,2.8
BHI-026,SWE-008,6,1995,1.4
BHI-026,SWE-007,6,1995,1.7
BHI-026,SWE-007,6,1995,5.6
BHI-037,SWE-016,6,1995,3.3
BHI-037,SWE-016,6,1995,5.1
BHI-037,SWE-017,6,1995,4.8
BHI-037,SWE-016,6,1995,2.4
BHI-032,FIN-004,6,1995,6.1
BHI-037,SWE-016,6,1995,3.1
BHI-037,SWE-016,6,1995,2.8
BHI-037,SWE-016,6,1995,3.4
BHI-037,SWE-016,6,1995,3
BHI-037,SWE-016,6,1995,5.7
BHI-037,SWE-016,6,1995,3.9
BHI-037,SWE-016,6,1995,6.9
BHI-037,SWE-016,6,1995,7.5
BHI-037,SWE-016,6,1995,6.2
BHI-042,FIN-011,6,1995,1.5
BHI-041,SWE-022,6,1995,3.2
BHI-041,SWE-022,6,1995,2.6
BHI-007,SEA-004,6,1995,2.2666666666666666
BHI-003,DEN-103,6,1995,2.2
BHI-003,SEA-002,6,1995,1.2333333333333334
BHI-003,SEA-002,6,1995,1.9
BHI-003,DEN-010,6,1995,1.1
BHI-003,DEN-069,6,1995,57
BHI-003,DEN-070,6,1995,6
BHI-003,DEN-094,6,1995,1.8
BHI-003,SEA-002,6,1995,2.75
BHI-003,DEN-012,6,1995,1.6
BHI-003,DEN-012,6,1995,1
BHI-003,DEN-105,6,1995,2.6
BHI-006,SEA-003,6,1995,1.2
BHI-006,SEA-003,6,1995,1
BHI-003,DEN-105,6,1995,3.3666666666666667
BHI-002,SEA-001,6,1995,2.05
BHI-026,SWE-008,6,1995,1.5
BHI-002,DEN-076,6,1995,2.3
BHI-026,SWE-008,6,1995,1.5
BHI-026,SWE-007,6,1995,1.4
BHI-026,SWE-007,6,1995,1.9
BHI-026,SWE-008,6,1995,2.8
BHI-026,SWE-008,6,1995,1.4
BHI-026,SWE-007,6,1995,1.7
BHI-026,SWE-007,6,1995,5.6
BHI-032,FIN-004,6,1995,5.6
BHI-037,SWE-016,6,1995,3.1
BHI-037,SWE-016,6,1995,3.4
BHI-037,SWE-016,6,1995,3
BHI-037,SWE-016,6,1995,3.9
BHI-042,FIN-011,6,1995,1.5
BHI-010,GER-004,6,1995,1.23
BHI-026,SWE-007,6,1995,0.8
BHI-026,SWE-007,6,1995,1.4
BHI-026,SWE-007,6,1995,0.7
BHI-026,SWE-007,6,1995,0.8
BHI-026,SWE-007,6,1995,3.1
BHI-026,SWE-007,6,1995,2
BHI-029,SWE-024,6,1995,4.8
BHI-032,FIN-004,6,1995,2.6
BHI-010,SEA-005,6,1995,1.1
BHI-007,SEA-004,6,1995,1.9
BHI-003,DEN-030,6,1995,4.2
BHI-003,DEN-049,6,1995,1
BHI-003,DEN-096,6,1995,0.7
BHI-003,DEN-049,6,1995,9.3
BHI-003,DEN-096,6,1995,0.6
BHI-002,DEN-002,6,1995,5
BHI-026,SWE-007,6,1995,0.8
BHI-026,SWE-007,6,1995,1.4
BHI-026,SWE-007,6,1995,0.7
BHI-026,SWE-007,6,1995,0.8
BHI-026,SWE-007,6,1995,3.1
BHI-032,FIN-004,6,1995,2.6
BHI-003,DEN-065,6,1995,6.1
BHI-026,SWE-013,6,1995,20
BHI-026,SWE-013,6,1995,20
BHI-029,SWE-011,6,1995,5.3
BHI-026,SEA-010,6,1995,3.5166666666666666
BHI-029,SWE-011,6,1995,2.9
BHI-040,FIN-007,6,1995,4.3
BHI-042,FIN-011,6,1995,4.7
BHI-003,DEN-051,6,1995,2.9
BHI-003,DEN-007,6,1995,1.1
BHI-003,DEN-009,6,1995,0.6
BHI-003,DEN-009,6,1995,0.6499999999999999
BHI-003,DEN-005,6,1995,0.5
BHI-003,DEN-047,6,1995,5.1
BHI-003,DEN-053,6,1995,3.1
BHI-003,DEN-047,6,1995,4.8
BHI-003,DEN-052,6,1995,4.2
BHI-003,SEA-002,6,1995,2
BHI-006,DEN-003,6,1995,2.6500000000000004
BHI-006,DEN-003,6,1995,1.5
BHI-006,DEN-003,6,1995,2.6
BHI-006,SEA-003,6,1995,1.7
BHI-003,DEN-084,6,1995,1.4
BHI-026,SEA-010,6,1995,3.5166666666666666
BHI-040,FIN-007,6,1995,4.3
BHI-042,FIN-011,6,1995,4.7
BHI-001,SWE-004,6,1995,1.25
BHI-001,SWE-004,6,1995,1.15
BHI-001,SEA-001,6,1995,0.96
BHI-026,SWE-014,6,1995,1.63
BHI-040,FIN-007,6,1995,2.2
BHI-041,SWE-022,6,1995,1
BHI-041,SWE-022,6,1995,1.6
BHI-041,SWE-022,6,1995,1
BHI-041,SWE-022,6,1995,1.2
BHI-003,DEN-107,6,1995,4
BHI-003,DEN-105,6,1995,1.7
BHI-003,SEA-002,6,1995,2.2
BHI-003,DEN-105,6,1995,2.275
BHI-026,SWE-014,6,1995,1.63
BHI-040,FIN-007,6,1995,2.2
BHI-032,FIN-004,6,1995,2.9
BHI-032,FIN-004,6,1995,2.9
BHI-003,DEN-102,6,1995,1.5
BHI-003,DEN-103,6,1995,2.5
BHI-003,DEN-103,6,1995,2.5
BHI-003,DEN-104,6,1995,3.9
BHI-003,DEN-107,6,1995,4.7
BHI-032,FIN-004,6,1995,2.9
BHI-032,FIN-004,6,1995,2.9
BHI-010,GER-004,6,1995,1.55
BHI-010,SEA-005,6,1995,1.95
BHI-013,SEA-006,6,1995,1.2999999999999998
BHI-013,SEA-006,6,1995,2.3
BHI-003,DEN-102,6,1995,2.4
BHI-003,DEN-103,6,1995,1.6
BHI-003,DEN-102,6,1995,3.1
BHI-003,DEN-102,6,1995,1.7
BHI-016,SEA-007,6,1995,5.225
BHI-029,SWE-024,6,1995,10.8
BHI-005,SWE-005,6,1995,1.575
BHI-029,SWE-011,6,1995,4.6
BHI-005,SWE-005,6,1995,1.575
BHI-029,SWE-011,6,1995,5.2
BHI-032,FIN-002,6,1995,4.6
BHI-038,FIN-009,6,1995,2.5
BHI-038,SEA-015,6,1995,4.5
BHI-042,FIN-011,6,1995,5.8
BHI-003,DEN-045,6,1995,25.4
BHI-003,DEN-045,6,1995,14.3
BHI-003,DEN-047,6,1995,2.4
BHI-003,DEN-047,6,1995,4
BHI-003,SEA-002,6,1995,2
BHI-006,DEN-004,6,1995,2.6
BHI-006,DEN-003,6,1995,0.42
BHI-003,DEN-072,6,1995,2
BHI-003,DEN-072,6,1995,4.5
BHI-002,DEN-008,6,1995,1.25
BHI-003,DEN-084,6,1995,1.3
BHI-003,DEN-084,6,1995,1.1
BHI-032,FIN-002,6,1995,4.6
BHI-038,FIN-009,6,1995,2.5
BHI-038,SEA-015,6,1995,4.5
BHI-042,FIN-011,6,1995,5.8
BHI-013,SEA-006,6,1995,1.2
BHI-011,SEA-006,6,1995,1.2166666666666668
BHI-005,SWE-005,6,1995,0.9
BHI-001,SEA-001,6,1995,1.4333333333333333
BHI-001,SEA-001,6,1995,2.275
BHI-002,SEA-001,6,1995,1.725
BHI-042,FIN-010,6,1995,4.9
BHI-042,FIN-011,6,1995,3.1
BHI-042,FIN-011,6,1995,1.8
BHI-041,SWE-022,6,1995,1.3
BHI-041,SWE-022,6,1995,5.4
BHI-041,SWE-022,6,1995,1.2
BHI-003,DEN-038,6,1995,5.5
BHI-003,DEN-038,6,1995,25
BHI-003,DEN-105,6,1995,1
BHI-003,DEN-068,6,1995,3
BHI-002,DEN-002,6,1995,6.8
BHI-005,SWE-005,6,1995,0.9
BHI-002,DEN-074,6,1995,20
BHI-002,DEN-075,6,1995,13
BHI-002,DEN-075,6,1995,9.1
BHI-002,DEN-076,6,1995,3.5999999999999996
BHI-001,SEA-001,6,1995,1.4333333333333333
BHI-001,SEA-001,6,1995,2.275
BHI-002,SEA-001,6,1995,1.725
BHI-042,FIN-010,6,1995,4.9
BHI-042,FIN-011,6,1995,3.1
BHI-042,FIN-011,6,1995,1.8
BHI-012,SEA-006,6,1995,1.25
BHI-015,SEA-007,6,1995,2
BHI-015,SEA-007,6,1995,1.7666666666666666
BHI-021,SEA-009,6,1995,2.2
BHI-032,FIN-004,6,1995,4.65
BHI-042,FIN-011,6,1995,2.8
BHI-003,DEN-035,6,1995,3.7
BHI-003,DEN-036,6,1995,4.6
BHI-003,DEN-097,6,1995,1.1
BHI-003,DEN-033,6,1995,2
BHI-003,DEN-033,6,1995,2
BHI-003,DEN-057,6,1995,1.2
BHI-003,DEN-056,6,1995,1.3
BHI-021,SEA-009,6,1995,2.2
BHI-032,FIN-004,6,1995,4.2
BHI-042,FIN-011,6,1995,2.8
BHI-010,GER-004,6,1995,1.96
BHI-014,SWE-006,6,1995,1.8
BHI-014,SWE-008,6,1995,1.8
BHI-014,SWE-007,6,1995,1
BHI-014,SWE-007,6,1995,2.1
BHI-014,SWE-007,6,1995,17
BHI-014,SWE-007,6,1995,1.9
BHI-014,SWE-007,6,1995,1.7
BHI-026,SWE-008,6,1995,1
BHI-024,SEA-009,6,1995,2.3499999999999996
BHI-024,SEA-009,6,1995,2.4333333333333336
BHI-020,SEA-009,6,1995,2.7
BHI-029,SEA-012,6,1995,2.5666666666666664
BHI-032,FIN-004,6,1995,3.3
BHI-041,SWE-022,6,1995,2.5
BHI-041,SWE-022,6,1995,2.8
BHI-041,SWE-022,6,1995,3.4
BHI-003,DEN-060,6,1995,3.85
BHI-003,DEN-060,6,1995,1.2
BHI-003,DEN-061,6,1995,8.4
BHI-024,SEA-009,6,1995,2.3499999999999996
BHI-024,SEA-009,6,1995,2.4333333333333336
BHI-020,SEA-009,6,1995,2.7
BHI-029,SEA-012,6,1995,2.5666666666666664
BHI-032,FIN-004,6,1995,3.3
BHI-026,SEA-010,6,1995,1.9500000000000002
BHI-026,SEA-010,6,1995,4.125
BHI-029,SWE-024,6,1995,10.1
BHI-026,SEA-010,6,1995,1.9500000000000002
BHI-026,SEA-010,6,1995,4.125
BHI-029,SWE-011,7,1995,3.4
BHI-010,SEA-005,7,1995,2.025
BHI-013,SEA-006,7,1995,2.375
BHI-013,SEA-006,7,1995,2.75
BHI-026,SEA-010,7,1995,2.5033333333333334
BHI-029,SWE-024,7,1995,3.4
BHI-029,SWE-024,7,1995,4.2
BHI-029,SWE-024,7,1995,7.4
BHI-029,SWE-024,7,1995,7.7
BHI-029,SWE-024,7,1995,7.1
BHI-003,DEN-065,7,1995,4
BHI-003,DEN-051,7,1995,1.8
BHI-003,DEN-047,7,1995,7.8
BHI-003,DEN-053,7,1995,8.2
BHI-003,DEN-047,7,1995,7.4
BHI-003,DEN-052,7,1995,4.5
BHI-003,SEA-002,7,1995,1.9
BHI-006,DEN-004,7,1995,4
BHI-006,DEN-003,7,1995,0.78
BHI-002,DEN-091,7,1995,1.85
BHI-002,DEN-008,7,1995,1.4
BHI-002,DEN-008,7,1995,1.35
BHI-003,DEN-084,7,1995,1.6
BHI-026,SEA-010,7,1995,2.5033333333333334
BHI-001,SWE-025,7,1995,3.675
BHI-026,SWE-014,7,1995,5.31
BHI-029,SWE-024,7,1995,3.9
BHI-029,SWE-024,7,1995,4.3
BHI-029,SWE-011,7,1995,7.4
BHI-029,SWE-011,7,1995,7.4
BHI-029,SWE-024,7,1995,4.4
BHI-029,SWE-011,7,1995,3.9
BHI-029,SWE-011,7,1995,4.7
BHI-029,SWE-011,7,1995,6.6
BHI-040,FIN-007,7,1995,3.7
BHI-003,DEN-107,7,1995,3.5
BHI-003,DEN-105,7,1995,1.8
BHI-003,SEA-002,7,1995,2.1
BHI-003,DEN-105,7,1995,3.15
BHI-002,DEN-002,7,1995,5.7
BHI-002,DEN-002,7,1995,8.9
BHI-002,DEN-002,7,1995,1.8
BHI-003,DEN-011,7,1995,0.8
BHI-002,DEN-092,7,1995,2.4
BHI-001,SWE-025,7,1995,3.675
BHI-026,SWE-014,7,1995,5.31
BHI-040,FIN-007,7,1995,3.7
BHI-001,SWE-003,7,1995,3.25
BHI-001,SWE-001,7,1995,2.566666666666667
BHI-001,SWE-025,7,1995,3.45
BHI-029,SWE-024,7,1995,8.9
BHI-029,SWE-024,7,1995,10.2
BHI-029,SWE-024,7,1995,10
BHI-029,SWE-024,7,1995,7.4
BHI-029,SWE-024,7,1995,6.9
BHI-029,SWE-011,7,1995,6.4
BHI-029,SWE-011,7,1995,4.9
BHI-040,FIN-007,7,1995,3
BHI-003,DEN-103,7,1995,2.1
BHI-003,DEN-103,7,1995,2.5
BHI-003,DEN-010,7,1995,0.6
BHI-003,DEN-104,7,1995,4.1
BHI-003,DEN-107,7,1995,3.7
BHI-003,DEN-094,7,1995,0.7
BHI-003,DEN-012,7,1995,1.2
BHI-003,DEN-068,7,1995,4
BHI-003,DEN-068,7,1995,4
BHI-003,DEN-012,7,1995,1
BHI-002,DEN-001,7,1995,3.9
BHI-002,DEN-001,7,1995,3.8
BHI-001,SWE-003,7,1995,3.25
BHI-001,SWE-001,7,1995,2.566666666666667
BHI-001,SWE-025,7,1995,3.45
BHI-040,FIN-007,7,1995,3
BHI-010,GER-004,7,1995,3.05
BHI-042,FIN-011,7,1995,3.9
BHI-003,DEN-102,7,1995,2.5
BHI-003,DEN-103,7,1995,1.9
BHI-003,DEN-102,7,1995,3
BHI-003,DEN-102,7,1995,1.9
BHI-003,DEN-096,7,1995,1.6
BHI-003,DEN-096,7,1995,2.2
BHI-003,DEN-069,7,1995,5.5
BHI-003,DEN-070,7,1995,4
BHI-002,DEN-091,7,1995,1
BHI-042,FIN-011,7,1995,3.9
BHI-003,DEN-102,7,1995,2.7
BHI-029,SWE-011,7,1995,6.1
BHI-005,SWE-005,7,1995,1.4
BHI-001,SWE-004,7,1995,1.6333333333333333
BHI-001,SWE-004,7,1995,1.65
BHI-001,SEA-001,7,1995,2.2
BHI-029,SWE-011,7,1995,1.9
BHI-029,SWE-024,7,1995,4.5
BHI-029,SWE-011,7,1995,3.5
BHI-029,SWE-011,7,1995,4.3
BHI-029,SWE-011,7,1995,3.6
BHI-032,FIN-002,7,1995,3.1
BHI-032,FIN-004,7,1995,9.5
BHI-038,FIN-009,7,1995,2.3
BHI-032,FIN-004,7,1995,10
BHI-038,SEA-015,7,1995,5
BHI-042,FIN-011,7,1995,5
BHI-042,FIN-011,7,1995,5.9
BHI-003,DEN-060,7,1995,2.45
BHI-003,DEN-060,7,1995,1.9
BHI-003,DEN-057,7,1995,1
BHI-003,DEN-007,7,1995,3.45
BHI-003,DEN-009,7,1995,5.2
BHI-003,DEN-009,7,1995,4.15
BHI-003,DEN-005,7,1995,3.9499999999999997
BHI-006,DEN-004,7,1995,3.3
BHI-006,DEN-003,7,1995,0.5
BHI-005,SWE-005,7,1995,1.4
BHI-005,SWE-005,7,1995,1.6025
BHI-003,DEN-084,7,1995,1.9
BHI-003,DEN-084,7,1995,2.1
BHI-001,SWE-004,7,1995,1.6333333333333333
BHI-001,SWE-004,7,1995,1.65
BHI-001,SEA-001,7,1995,2.2
BHI-032,FIN-002,7,1995,3.1
BHI-032,FIN-004,7,1995,9.5
BHI-038,FIN-009,7,1995,2.3
BHI-032,FIN-004,7,1995,10
BHI-038,SEA-015,7,1995,5
BHI-042,FIN-011,7,1995,5
BHI-042,FIN-011,7,1995,5.9
BHI-001,SEA-001,7,1995,1.6333333333333333
BHI-001,SWE-003,7,1995,1.5666666666666669
BHI-001,SWE-003,7,1995,1.7666666666666666
BHI-001,SWE-001,7,1995,1.8333333333333335
BHI-001,SWE-001,7,1995,2.3
BHI-024,SEA-009,7,1995,1.8
BHI-020,SEA-009,7,1995,2.675
BHI-029,SWE-011,7,1995,2.9
BHI-029,SWE-011,7,1995,2.1
BHI-029,SWE-011,7,1995,4.4
BHI-029,SWE-011,7,1995,1.8
BHI-032,FIN-004,7,1995,3.15
BHI-010,SEA-005,7,1995,2.3666666666666667
BHI-007,SEA-004,7,1995,2.1500000000000004
BHI-007,SEA-004,7,1995,2.3
BHI-003,SEA-002,7,1995,2.1
BHI-003,DEN-056,7,1995,2
BHI-003,DEN-061,7,1995,2.9000000000000004
BHI-003,SEA-002,7,1995,1.7666666666666666
BHI-003,DEN-047,7,1995,8.4
BHI-003,DEN-047,7,1995,4.3
BHI-003,DEN-052,7,1995,7.2
BHI-003,SEA-002,7,1995,2.7
BHI-003,SEA-002,7,1995,3.5
BHI-003,DEN-105,7,1995,2.566666666666667
BHI-003,DEN-072,7,1995,2
BHI-003,DEN-072,7,1995,4
BHI-002,DEN-092,7,1995,2.1
BHI-003,DEN-105,7,1995,2.2666666666666666
BHI-002,DEN-092,7,1995,0.8500000000000001
BHI-002,SEA-001,7,1995,2.2
BHI-002,DEN-074,7,1995,14.2
BHI-002,DEN-075,7,1995,8.75
BHI-002,DEN-075,7,1995,2.95
BHI-002,DEN-076,7,1995,1.2
BHI-001,SEA-001,7,1995,1.6333333333333333
BHI-001,SWE-003,7,1995,1.5666666666666669
BHI-001,SWE-003,7,1995,1.7666666666666666
BHI-001,SWE-001,7,1995,1.8333333333333335
BHI-001,SWE-001,7,1995,2.3
BHI-024,SEA-009,7,1995,1.8
BHI-020,SEA-009,7,1995,2.675
BHI-032,FIN-004,7,1995,4.1
BHI-015,SEA-007,7,1995,1.5
BHI-015,SEA-007,7,1995,1.1333333333333333
BHI-032,FIN-004,7,1995,3.6
BHI-003,DEN-035,7,1995,3.4
BHI-003,DEN-036,7,1995,12
BHI-003,DEN-065,7,1995,2.4
BHI-003,DEN-033,7,1995,2.7
BHI-003,DEN-033,7,1995,1.5
BHI-003,DEN-105,7,1995,3
BHI-003,DEN-068,7,1995,7
BHI-003,DEN-068,7,1995,2.5
BHI-006,SEA-003,7,1995,1.4
BHI-006,SEA-003,7,1995,1.2
BHI-002,SEA-001,7,1995,2.2
BHI-002,SEA-001,7,1995,2.4333333333333336
BHI-002,SEA-001,7,1995,2.466666666666667
BHI-001,SEA-001,7,1995,1.1333333333333333
BHI-002,SEA-001,7,1995,2.2333333333333334
BHI-002,SEA-001,7,1995,3.4333333333333336
BHI-002,SEA-001,7,1995,1.5666666666666667
BHI-001,SEA-001,7,1995,2.1666666666666665
BHI-001,SEA-001,7,1995,1.7999999999999998
BHI-032,FIN-004,7,1995,3.6
BHI-010,GER-004,7,1995,1.6
BHI-012,SEA-006,7,1995,1.3
BHI-005,SWE-005,7,1995,0.875
BHI-001,SEA-001,7,1995,0.7999999999999999
BHI-001,SEA-001,7,1995,1.325
BHI-029,SWE-024,7,1995,10.6
BHI-029,SWE-024,7,1995,14.7
BHI-003,DEN-030,7,1995,2.5
BHI-003,DEN-030,7,1995,10
BHI-003,DEN-015,7,1995,1.1
BHI-003,DEN-049,7,1995,3.9
BHI-003,DEN-049,7,1995,9.4
BHI-005,SWE-005,7,1995,0.875
