region_id,sector,year,annual_growth_rate
BHI-003,coastal_tourism,2010,35.241502683363144
BHI-002,coastal_tourism,2010,35.241502683363144
BHI-007,coastal_tourism,2010,35.241502683363144
BHI-006,coastal_tourism,2010,35.241502683363144
BHI-012,marine_living_resources,2011,-4.939919893190922
BHI-009,marine_living_resources,2011,-4.939919893190922
BHI-015,marine_living_resources,2011,-4.939919893190922
BHI-003,marine_living_resources,2011,-4.939919893190922
BHI-002,marine_living_resources,2011,-4.939919893190922
BHI-007,marine_living_resources,2011,-4.939919893190922
BHI-006,marine_living_resources,2011,-4.939919893190922
BHI-012,marine_nonliving_resources,2011,12.130766677729838
BHI-009,marine_nonliving_resources,2011,12.130766677729838
BHI-015,marine_nonliving_resources,2011,12.130766677729838
BHI-003,marine_nonliving_resources,2011,12.130766677729838
BHI-002,marine_nonliving_resources,2011,12.130766677729838
BHI-007,marine_nonliving_resources,2011,12.130766677729838
BHI-006,marine_nonliving_resources,2011,12.130766677729838
BHI-012,marine_renewable_energy,2011,24
BHI-009,marine_renewable_energy,2011,24
BHI-015,marine_renewable_energy,2011,24
BHI-003,marine_renewable_energy,2011,24
BHI-002,marine_renewable_energy,2011,24
BHI-007,marine_renewable_energy,2011,24
BHI-006,marine_renewable_energy,2011,24
BHI-012,port_activities,2011,4.675324675324675
BHI-009,port_activities,2011,4.675324675324675
BHI-015,port_activities,2011,4.675324675324675
BHI-003,port_activities,2011,4.675324675324675
BHI-002,port_activities,2011,4.675324675324675
BHI-007,port_activities,2011,4.675324675324675
BHI-006,port_activities,2011,4.675324675324675
BHI-012,shipbuilding_and_repair,2011,2.952029520295203
BHI-009,shipbuilding_and_repair,2011,2.952029520295203
BHI-015,shipbuilding_and_repair,2011,2.952029520295203
BHI-003,shipbuilding_and_repair,2011,2.952029520295203
BHI-002,shipbuilding_and_repair,2011,2.952029520295203
BHI-007,shipbuilding_and_repair,2011,2.952029520295203
BHI-006,shipbuilding_and_repair,2011,2.952029520295203
BHI-012,maritime_transport,2011,1.9842627437564146
BHI-009,maritime_transport,2011,1.9842627437564146
BHI-015,maritime_transport,2011,1.9842627437564146
BHI-003,maritime_transport,2011,1.9842627437564146
BHI-002,maritime_transport,2011,1.9842627437564146
BHI-007,maritime_transport,2011,1.9842627437564146
BHI-006,maritime_transport,2011,1.9842627437564146
BHI-012,coastal_tourism,2011,-4.7178130511463845
BHI-009,coastal_tourism,2011,-4.7178130511463845
BHI-015,coastal_tourism,2011,-4.7178130511463845
BHI-003,coastal_tourism,2011,-4.7178130511463845
BHI-002,coastal_tourism,2011,-4.7178130511463845
BHI-007,coastal_tourism,2011,-4.7178130511463845
BHI-006,coastal_tourism,2011,-4.7178130511463845
BHI-012,marine_living_resources,2012,-4.213483146067416
BHI-009,marine_living_resources,2012,-4.213483146067416
BHI-015,marine_living_resources,2012,-4.213483146067416
BHI-003,marine_living_resources,2012,-4.213483146067416
BHI-002,marine_living_resources,2012,-4.213483146067416
BHI-007,marine_living_resources,2012,-4.213483146067416
BHI-006,marine_living_resources,2012,-4.213483146067416
BHI-012,marine_nonliving_resources,2012,-9.989640372946573
BHI-009,marine_nonliving_resources,2012,-9.989640372946573
BHI-015,marine_nonliving_resources,2012,-9.989640372946573
BHI-003,marine_nonliving_resources,2012,-9.989640372946573
BHI-002,marine_nonliving_resources,2012,-9.989640372946573
BHI-007,marine_nonliving_resources,2012,-9.989640372946573
BHI-006,marine_nonliving_resources,2012,-9.989640372946573
BHI-012,marine_renewable_energy,2012,9.67741935483871
BHI-009,marine_renewable_energy,2012,9.67741935483871
BHI-015,marine_renewable_energy,2012,9.67741935483871
BHI-003,marine_renewable_energy,2012,9.67741935483871
BHI-002,marine_renewable_energy,2012,9.67741935483871
BHI-007,marine_renewable_energy,2012,9.67741935483871
BHI-006,marine_renewable_energy,2012,9.67741935483871
BHI-012,port_activities,2012,58.06451612903226
BHI-009,port_activities,2012,58.06451612903226
BHI-015,port_activities,2012,58.06451612903226
BHI-003,port_activities,2012,58.06451612903226
BHI-002,port_activities,2012,58.06451612903226
BHI-007,port_activities,2012,58.06451612903226
BHI-006,port_activities,2012,58.06451612903226
BHI-012,shipbuilding_and_repair,2012,-28.673835125448026
BHI-009,shipbuilding_and_repair,2012,-28.673835125448026
BHI-015,shipbuilding_and_repair,2012,-28.673835125448026
BHI-003,shipbuilding_and_repair,2012,-28.673835125448026
BHI-002,shipbuilding_and_repair,2012,-28.673835125448026
BHI-007,shipbuilding_and_repair,2012,-28.673835125448026
BHI-006,shipbuilding_and_repair,2012,-28.673835125448026
BHI-012,maritime_transport,2012,23.280778262328077
BHI-009,maritime_transport,2012,23.280778262328077
BHI-015,maritime_transport,2012,23.280778262328077
BHI-003,maritime_transport,2012,23.280778262328077
BHI-002,maritime_transport,2012,23.280778262328077
BHI-007,maritime_transport,2012,23.280778262328077
BHI-006,maritime_transport,2012,23.280778262328077
BHI-012,coastal_tourism,2012,28.82924571957427
BHI-009,coastal_tourism,2012,28.82924571957427
BHI-015,coastal_tourism,2012,28.82924571957427
BHI-003,coastal_tourism,2012,28.82924571957427
BHI-002,coastal_tourism,2012,28.82924571957427
BHI-007,coastal_tourism,2012,28.82924571957427
BHI-006,coastal_tourism,2012,28.82924571957427
BHI-012,marine_living_resources,2013,2.346041055718475
BHI-009,marine_living_resources,2013,2.346041055718475
BHI-015,marine_living_resources,2013,2.346041055718475
BHI-003,marine_living_resources,2013,2.346041055718475
BHI-002,marine_living_resources,2013,2.346041055718475
BHI-007,marine_living_resources,2013,2.346041055718475
BHI-006,marine_living_resources,2013,2.346041055718475
BHI-012,marine_nonliving_resources,2013,-12.726076948372246
BHI-009,marine_nonliving_resources,2013,-12.726076948372246
BHI-015,marine_nonliving_resources,2013,-12.726076948372246
BHI-003,marine_nonliving_resources,2013,-12.726076948372246
BHI-002,marine_nonliving_resources,2013,-12.726076948372246
BHI-007,marine_nonliving_resources,2013,-12.726076948372246
BHI-006,marine_nonliving_resources,2013,-12.726076948372246
BHI-012,marine_renewable_energy,2013,61.029411764705884
BHI-009,marine_renewable_energy,2013,61.029411764705884
BHI-015,marine_renewable_energy,2013,61.029411764705884
BHI-003,marine_renewable_energy,2013,61.029411764705884
BHI-002,marine_renewable_energy,2013,61.029411764705884
BHI-007,marine_renewable_energy,2013,61.029411764705884
BHI-006,marine_renewable_energy,2013,61.029411764705884
BHI-012,port_activities,2013,0
BHI-009,port_activities,2013,0
BHI-015,port_activities,2013,0
BHI-003,port_activities,2013,0
BHI-002,port_activities,2013,0
BHI-007,port_activities,2013,0
BHI-006,port_activities,2013,0
BHI-012,shipbuilding_and_repair,2013,0
BHI-009,shipbuilding_and_repair,2013,0
BHI-015,shipbuilding_and_repair,2013,0
BHI-003,shipbuilding_and_repair,2013,0
BHI-002,shipbuilding_and_repair,2013,0
BHI-007,shipbuilding_and_repair,2013,0
BHI-006,shipbuilding_and_repair,2013,0
BHI-012,maritime_transport,2013,0
BHI-009,maritime_transport,2013,0
BHI-015,maritime_transport,2013,0
BHI-003,maritime_transport,2013,0
BHI-002,maritime_transport,2013,0
BHI-007,maritime_transport,2013,0
BHI-006,maritime_transport,2013,0
BHI-012,coastal_tourism,2013,0
BHI-009,coastal_tourism,2013,0
BHI-015,coastal_tourism,2013,0
BHI-003,coastal_tourism,2013,0
BHI-002,coastal_tourism,2013,0
BHI-007,coastal_tourism,2013,0
BHI-006,coastal_tourism,2013,0
BHI-012,marine_living_resources,2014,5.014326647564469
BHI-009,marine_living_resources,2014,5.014326647564469
BHI-015,marine_living_resources,2014,5.014326647564469
BHI-003,marine_living_resources,2014,5.014326647564469
BHI-002,marine_living_resources,2014,5.014326647564469
BHI-007,marine_living_resources,2014,5.014326647564469
BHI-006,marine_living_resources,2014,5.014326647564469
BHI-012,marine_nonliving_resources,2014,-23.62471740768651
BHI-009,marine_nonliving_resources,2014,-23.62471740768651
BHI-015,marine_nonliving_resources,2014,-23.62471740768651
BHI-003,marine_nonliving_resources,2014,-23.62471740768651
BHI-002,marine_nonliving_resources,2014,-23.62471740768651
BHI-007,marine_nonliving_resources,2014,-23.62471740768651
BHI-006,marine_nonliving_resources,2014,-23.62471740768651
BHI-012,marine_renewable_energy,2014,22.831050228310502
BHI-009,marine_renewable_energy,2014,22.831050228310502
BHI-015,marine_renewable_energy,2014,22.831050228310502
BHI-003,marine_renewable_energy,2014,22.831050228310502
BHI-002,marine_renewable_energy,2014,22.831050228310502
BHI-007,marine_renewable_energy,2014,22.831050228310502
BHI-006,marine_renewable_energy,2014,22.831050228310502
BHI-012,port_activities,2014,-5.180533751962323
BHI-009,port_activities,2014,-5.180533751962323
BHI-015,port_activities,2014,-5.180533751962323
BHI-003,port_activities,2014,-5.180533751962323
BHI-002,port_activities,2014,-5.180533751962323
BHI-007,port_activities,2014,-5.180533751962323
BHI-006,port_activities,2014,-5.180533751962323
BHI-012,shipbuilding_and_repair,2014,19.597989949748744
BHI-009,shipbuilding_and_repair,2014,19.597989949748744
BHI-015,shipbuilding_and_repair,2014,19.597989949748744
BHI-003,shipbuilding_and_repair,2014,19.597989949748744
BHI-002,shipbuilding_and_repair,2014,19.597989949748744
BHI-007,shipbuilding_and_repair,2014,19.597989949748744
BHI-006,shipbuilding_and_repair,2014,19.597989949748744
BHI-012,maritime_transport,2014,16.653061224489797
BHI-009,maritime_transport,2014,16.653061224489797
BHI-015,maritime_transport,2014,16.653061224489797
BHI-003,maritime_transport,2014,16.653061224489797
BHI-002,maritime_transport,2014,16.653061224489797
BHI-007,maritime_transport,2014,16.653061224489797
BHI-006,maritime_transport,2014,16.653061224489797
BHI-012,coastal_tourism,2014,7.1479885057471275
BHI-009,coastal_tourism,2014,7.1479885057471275
BHI-015,coastal_tourism,2014,7.1479885057471275
BHI-003,coastal_tourism,2014,7.1479885057471275
BHI-002,coastal_tourism,2014,7.1479885057471275
BHI-007,coastal_tourism,2014,7.1479885057471275
BHI-006,coastal_tourism,2014,7.1479885057471275
BHI-012,marine_living_resources,2015,13.77899045020464
BHI-009,marine_living_resources,2015,13.77899045020464
BHI-015,marine_living_resources,2015,13.77899045020464
BHI-003,marine_living_resources,2015,13.77899045020464
BHI-002,marine_living_resources,2015,13.77899045020464
BHI-007,marine_living_resources,2015,13.77899045020464
BHI-006,marine_living_resources,2015,13.77899045020464
BHI-012,marine_nonliving_resources,2015,-0.986679822397632
BHI-009,marine_nonliving_resources,2015,-0.986679822397632
BHI-015,marine_nonliving_resources,2015,-0.986679822397632
BHI-003,marine_nonliving_resources,2015,-0.986679822397632
BHI-002,marine_nonliving_resources,2015,-0.986679822397632
BHI-007,marine_nonliving_resources,2015,-0.986679822397632
BHI-006,marine_nonliving_resources,2015,-0.986679822397632
BHI-012,marine_renewable_energy,2015,14.869888475836431
BHI-009,marine_renewable_energy,2015,14.869888475836431
BHI-015,marine_renewable_energy,2015,14.869888475836431
BHI-003,marine_renewable_energy,2015,14.869888475836431
BHI-002,marine_renewable_energy,2015,14.869888475836431
BHI-007,marine_renewable_energy,2015,14.869888475836431
BHI-006,marine_renewable_energy,2015,14.869888475836431
BHI-012,port_activities,2015,-1.8211920529801324
BHI-009,port_activities,2015,-1.8211920529801324
BHI-015,port_activities,2015,-1.8211920529801324
BHI-003,port_activities,2015,-1.8211920529801324
BHI-002,port_activities,2015,-1.8211920529801324
BHI-007,port_activities,2015,-1.8211920529801324
BHI-006,port_activities,2015,-1.8211920529801324
BHI-012,shipbuilding_and_repair,2015,7.563025210084033
BHI-009,shipbuilding_and_repair,2015,7.563025210084033
BHI-015,shipbuilding_and_repair,2015,7.563025210084033
BHI-003,shipbuilding_and_repair,2015,7.563025210084033
BHI-002,shipbuilding_and_repair,2015,7.563025210084033
BHI-007,shipbuilding_and_repair,2015,7.563025210084033
BHI-006,shipbuilding_and_repair,2015,7.563025210084033
BHI-012,maritime_transport,2015,18.917658035922557
BHI-009,maritime_transport,2015,18.917658035922557
BHI-015,maritime_transport,2015,18.917658035922557
BHI-003,maritime_transport,2015,18.917658035922557
BHI-002,maritime_transport,2015,18.917658035922557
BHI-007,maritime_transport,2015,18.917658035922557
BHI-006,maritime_transport,2015,18.917658035922557
BHI-012,coastal_tourism,2015,7.20750921890714
BHI-009,coastal_tourism,2015,7.20750921890714
BHI-015,coastal_tourism,2015,7.20750921890714
BHI-003,coastal_tourism,2015,7.20750921890714
BHI-002,coastal_tourism,2015,7.20750921890714
BHI-007,coastal_tourism,2015,7.20750921890714
BHI-006,coastal_tourism,2015,7.20750921890714
BHI-012,marine_living_resources,2016,3.357314148681055
BHI-009,marine_living_resources,2016,3.357314148681055
BHI-015,marine_living_resources,2016,3.357314148681055
BHI-003,marine_living_resources,2016,3.357314148681055
BHI-002,marine_living_resources,2016,3.357314148681055
BHI-007,marine_living_resources,2016,3.357314148681055
BHI-006,marine_living_resources,2016,3.357314148681055
BHI-012,marine_nonliving_resources,2016,-61.93323368211261
BHI-009,marine_nonliving_resources,2016,-61.93323368211261
BHI-015,marine_nonliving_resources,2016,-61.93323368211261
BHI-003,marine_nonliving_resources,2016,-61.93323368211261
BHI-002,marine_nonliving_resources,2016,-61.93323368211261
BHI-007,marine_nonliving_resources,2016,-61.93323368211261
BHI-006,marine_nonliving_resources,2016,-61.93323368211261
BHI-012,marine_renewable_energy,2016,38.83495145631068
BHI-009,marine_renewable_energy,2016,38.83495145631068
BHI-015,marine_renewable_energy,2016,38.83495145631068
BHI-003,marine_renewable_energy,2016,38.83495145631068
BHI-002,marine_renewable_energy,2016,38.83495145631068
BHI-007,marine_renewable_energy,2016,38.83495145631068
BHI-006,marine_renewable_energy,2016,38.83495145631068
BHI-012,port_activities,2016,19.05564924114671
BHI-009,port_activities,2016,19.05564924114671
BHI-015,port_activities,2016,19.05564924114671
BHI-003,port_activities,2016,19.05564924114671
BHI-002,port_activities,2016,19.05564924114671
BHI-007,port_activities,2016,19.05564924114671
BHI-006,port_activities,2016,19.05564924114671
BHI-012,shipbuilding_and_repair,2016,9.765625
BHI-009,shipbuilding_and_repair,2016,9.765625
BHI-015,shipbuilding_and_repair,2016,9.765625
BHI-003,shipbuilding_and_repair,2016,9.765625
BHI-002,shipbuilding_and_repair,2016,9.765625
BHI-007,shipbuilding_and_repair,2016,9.765625
BHI-006,shipbuilding_and_repair,2016,9.765625
BHI-012,maritime_transport,2016,-29.913691643781874
BHI-009,maritime_transport,2016,-29.913691643781874
BHI-015,maritime_transport,2016,-29.913691643781874
BHI-003,maritime_transport,2016,-29.913691643781874
BHI-002,maritime_transport,2016,-29.913691643781874
BHI-007,maritime_transport,2016,-29.913691643781874
BHI-006,maritime_transport,2016,-29.913691643781874
BHI-012,coastal_tourism,2016,-13.91494684177611
BHI-009,coastal_tourism,2016,-13.91494684177611
BHI-015,coastal_tourism,2016,-13.91494684177611
BHI-003,coastal_tourism,2016,-13.91494684177611
BHI-002,coastal_tourism,2016,-13.91494684177611
BHI-007,coastal_tourism,2016,-13.91494684177611
BHI-006,coastal_tourism,2016,-13.91494684177611
BHI-012,marine_living_resources,2017,-2.088167053364269
BHI-009,marine_living_resources,2017,-2.088167053364269
BHI-015,marine_living_resources,2017,-2.088167053364269
BHI-003,marine_living_resources,2017,-2.088167053364269
BHI-002,marine_living_resources,2017,-2.088167053364269
BHI-007,marine_living_resources,2017,-2.088167053364269
BHI-006,marine_living_resources,2017,-2.088167053364269
BHI-012,marine_nonliving_resources,2017,-1.5052356020942408
BHI-009,marine_nonliving_resources,2017,-1.5052356020942408
BHI-015,marine_nonliving_resources,2017,-1.5052356020942408
BHI-003,marine_nonliving_resources,2017,-1.5052356020942408
BHI-002,marine_nonliving_resources,2017,-1.5052356020942408
BHI-007,marine_nonliving_resources,2017,-1.5052356020942408
BHI-006,marine_nonliving_resources,2017,-1.5052356020942408
BHI-012,marine_renewable_energy,2017,20.745920745920746
BHI-009,marine_renewable_energy,2017,20.745920745920746
BHI-015,marine_renewable_energy,2017,20.745920745920746
BHI-003,marine_renewable_energy,2017,20.745920745920746
BHI-002,marine_renewable_energy,2017,20.745920745920746
BHI-007,marine_renewable_energy,2017,20.745920745920746
BHI-006,marine_renewable_energy,2017,20.745920745920746
BHI-012,port_activities,2017,-4.2492917847025495
BHI-009,port_activities,2017,-4.2492917847025495
BHI-015,port_activities,2017,-4.2492917847025495
BHI-003,port_activities,2017,-4.2492917847025495
BHI-002,port_activities,2017,-4.2492917847025495
BHI-007,port_activities,2017,-4.2492917847025495
BHI-006,port_activities,2017,-4.2492917847025495
BHI-012,shipbuilding_and_repair,2017,6.761565836298933
BHI-009,shipbuilding_and_repair,2017,6.761565836298933
BHI-015,shipbuilding_and_repair,2017,6.761565836298933
BHI-003,shipbuilding_and_repair,2017,6.761565836298933
BHI-002,shipbuilding_and_repair,2017,6.761565836298933
BHI-007,shipbuilding_and_repair,2017,6.761565836298933
BHI-006,shipbuilding_and_repair,2017,6.761565836298933
BHI-012,maritime_transport,2017,27.67982087881332
BHI-009,maritime_transport,2017,27.67982087881332
BHI-015,maritime_transport,2017,27.67982087881332
BHI-003,maritime_transport,2017,27.67982087881332
BHI-002,maritime_transport,2017,27.67982087881332
BHI-007,maritime_transport,2017,27.67982087881332
BHI-006,maritime_transport,2017,27.67982087881332
BHI-012,coastal_tourism,2017,16.309480566654557
BHI-009,coastal_tourism,2017,16.309480566654557
BHI-015,coastal_tourism,2017,16.309480566654557
BHI-003,coastal_tourism,2017,16.309480566654557
BHI-002,coastal_tourism,2017,16.309480566654557
BHI-007,coastal_tourism,2017,16.309480566654557
BHI-006,coastal_tourism,2017,16.309480566654557
BHI-012,marine_living_resources,2018,-3.1990521327014214
BHI-009,marine_living_resources,2018,-3.1990521327014214
BHI-015,marine_living_resources,2018,-3.1990521327014214
BHI-003,marine_living_resources,2018,-3.1990521327014214
BHI-002,marine_living_resources,2018,-3.1990521327014214
BHI-007,marine_living_resources,2018,-3.1990521327014214
BHI-006,marine_living_resources,2018,-3.1990521327014214
BHI-012,marine_nonliving_resources,2018,9.56810631229236
BHI-009,marine_nonliving_resources,2018,9.56810631229236
BHI-015,marine_nonliving_resources,2018,9.56810631229236
BHI-003,marine_nonliving_resources,2018,9.56810631229236
BHI-002,marine_nonliving_resources,2018,9.56810631229236
BHI-007,marine_nonliving_resources,2018,9.56810631229236
BHI-006,marine_nonliving_resources,2018,9.56810631229236
BHI-012,marine_renewable_energy,2018,-9.652509652509652
BHI-009,marine_renewable_energy,2018,-9.652509652509652
BHI-015,marine_renewable_energy,2018,-9.652509652509652
BHI-003,marine_renewable_energy,2018,-9.652509652509652
BHI-002,marine_renewable_energy,2018,-9.652509652509652
BHI-007,marine_renewable_energy,2018,-9.652509652509652
BHI-006,marine_renewable_energy,2018,-9.652509652509652
BHI-012,port_activities,2018,-1.0355029585798818
BHI-009,port_activities,2018,-1.0355029585798818
BHI-015,port_activities,2018,-1.0355029585798818
BHI-003,port_activities,2018,-1.0355029585798818
BHI-002,port_activities,2018,-1.0355029585798818
BHI-007,port_activities,2018,-1.0355029585798818
BHI-006,port_activities,2018,-1.0355029585798818
BHI-012,shipbuilding_and_repair,2018,-5.333333333333334
BHI-009,shipbuilding_and_repair,2018,-5.333333333333334
BHI-015,shipbuilding_and_repair,2018,-5.333333333333334
BHI-003,shipbuilding_and_repair,2018,-5.333333333333334
BHI-002,shipbuilding_and_repair,2018,-5.333333333333334
BHI-007,shipbuilding_and_repair,2018,-5.333333333333334
BHI-006,shipbuilding_and_repair,2018,-5.333333333333334
BHI-012,maritime_transport,2018,-13.327487943884261
BHI-009,maritime_transport,2018,-13.327487943884261
BHI-015,maritime_transport,2018,-13.327487943884261
BHI-003,maritime_transport,2018,-13.327487943884261
BHI-002,maritime_transport,2018,-13.327487943884261
BHI-007,maritime_transport,2018,-13.327487943884261
BHI-006,maritime_transport,2018,-13.327487943884261
BHI-012,coastal_tourism,2018,-4.34103685196752
BHI-009,coastal_tourism,2018,-4.34103685196752
BHI-015,coastal_tourism,2018,-4.34103685196752
BHI-003,coastal_tourism,2018,-4.34103685196752
BHI-002,coastal_tourism,2018,-4.34103685196752
BHI-007,coastal_tourism,2018,-4.34103685196752
BHI-006,coastal_tourism,2018,-4.34103685196752
BHI-025,marine_living_resources,2010,2.3255813953488373
BHI-034,marine_living_resources,2010,2.3255813953488373
BHI-028,marine_living_resources,2010,2.3255813953488373
BHI-031,marine_living_resources,2010,2.3255813953488373
BHI-025,marine_nonliving_resources,2010,NA
BHI-034,marine_nonliving_resources,2010,NA
BHI-028,marine_nonliving_resources,2010,NA
BHI-031,marine_nonliving_resources,2010,NA
BHI-025,marine_renewable_energy,2010,NA
BHI-034,marine_renewable_energy,2010,NA
BHI-028,marine_renewable_energy,2010,NA
BHI-031,marine_renewable_energy,2010,NA
BHI-025,port_activities,2010,23.963133640552993
BHI-034,port_activities,2010,23.963133640552993
BHI-028,port_activities,2010,23.963133640552993
BHI-031,port_activities,2010,23.963133640552993
BHI-025,shipbuilding_and_repair,2010,6.521739130434782
BHI-034,shipbuilding_and_repair,2010,6.521739130434782
BHI-028,shipbuilding_and_repair,2010,6.521739130434782
BHI-031,shipbuilding_and_repair,2010,6.521739130434782
BHI-025,maritime_transport,2010,-37.096774193548384
BHI-034,maritime_transport,2010,-37.096774193548384
BHI-028,maritime_transport,2010,-37.096774193548384
BHI-031,maritime_transport,2010,-37.096774193548384
BHI-025,coastal_tourism,2010,3.5294117647058822
BHI-034,coastal_tourism,2010,3.5294117647058822
BHI-028,coastal_tourism,2010,3.5294117647058822
BHI-031,coastal_tourism,2010,3.5294117647058822
BHI-025,marine_living_resources,2011,-2.272727272727273
BHI-034,marine_living_resources,2011,-2.272727272727273
BHI-028,marine_living_resources,2011,-2.272727272727273
BHI-031,marine_living_resources,2011,-2.272727272727273
BHI-025,marine_nonliving_resources,2011,NA
BHI-034,marine_nonliving_resources,2011,NA
BHI-028,marine_nonliving_resources,2011,NA
BHI-031,marine_nonliving_resources,2011,NA
BHI-025,marine_renewable_energy,2011,NA
BHI-034,marine_renewable_energy,2011,NA
BHI-028,marine_renewable_energy,2011,NA
BHI-031,marine_renewable_energy,2011,NA
BHI-025,port_activities,2011,9.66542750929368
BHI-034,port_activities,2011,9.66542750929368
BHI-028,port_activities,2011,9.66542750929368
BHI-031,port_activities,2011,9.66542750929368
BHI-025,shipbuilding_and_repair,2011,2.0408163265306123
BHI-034,shipbuilding_and_repair,2011,2.0408163265306123
BHI-028,shipbuilding_and_repair,2011,2.0408163265306123
BHI-031,shipbuilding_and_repair,2011,2.0408163265306123
BHI-025,maritime_transport,2011,0
BHI-034,maritime_transport,2011,0
BHI-028,maritime_transport,2011,0
BHI-031,maritime_transport,2011,0
BHI-025,coastal_tourism,2011,4.318181818181818
BHI-034,coastal_tourism,2011,4.318181818181818
BHI-028,coastal_tourism,2011,4.318181818181818
BHI-031,coastal_tourism,2011,4.318181818181818
BHI-025,marine_living_resources,2012,9.30232558139535
BHI-034,marine_living_resources,2012,9.30232558139535
BHI-028,marine_living_resources,2012,9.30232558139535
BHI-031,marine_living_resources,2012,9.30232558139535
BHI-025,marine_nonliving_resources,2012,NA
BHI-034,marine_nonliving_resources,2012,NA
BHI-028,marine_nonliving_resources,2012,NA
BHI-031,marine_nonliving_resources,2012,NA
BHI-025,marine_renewable_energy,2012,NA
BHI-034,marine_renewable_energy,2012,NA
BHI-028,marine_renewable_energy,2012,NA
BHI-031,marine_renewable_energy,2012,NA
BHI-025,port_activities,2012,4.067796610169491
BHI-034,port_activities,2012,4.067796610169491
BHI-028,port_activities,2012,4.067796610169491
BHI-031,port_activities,2012,4.067796610169491
BHI-025,shipbuilding_and_repair,2012,8
BHI-034,shipbuilding_and_repair,2012,8
BHI-028,shipbuilding_and_repair,2012,8
BHI-031,shipbuilding_and_repair,2012,8
BHI-025,maritime_transport,2012,112.82051282051282
BHI-034,maritime_transport,2012,112.82051282051282
BHI-028,maritime_transport,2012,112.82051282051282
BHI-031,maritime_transport,2012,112.82051282051282
BHI-025,coastal_tourism,2012,-3.2679738562091507
BHI-034,coastal_tourism,2012,-3.2679738562091507
BHI-028,coastal_tourism,2012,-3.2679738562091507
BHI-031,coastal_tourism,2012,-3.2679738562091507
BHI-025,marine_living_resources,2013,2.127659574468085
BHI-034,marine_living_resources,2013,2.127659574468085
BHI-028,marine_living_resources,2013,2.127659574468085
BHI-031,marine_living_resources,2013,2.127659574468085
BHI-025,marine_nonliving_resources,2013,NA
BHI-034,marine_nonliving_resources,2013,NA
BHI-028,marine_nonliving_resources,2013,NA
BHI-031,marine_nonliving_resources,2013,NA
BHI-025,marine_renewable_energy,2013,NA
BHI-034,marine_renewable_energy,2013,NA
BHI-028,marine_renewable_energy,2013,NA
BHI-031,marine_renewable_energy,2013,NA
BHI-025,port_activities,2013,1.6286644951140066
BHI-034,port_activities,2013,1.6286644951140066
BHI-028,port_activities,2013,1.6286644951140066
BHI-031,port_activities,2013,1.6286644951140066
BHI-025,shipbuilding_and_repair,2013,7.4074074074074066
BHI-034,shipbuilding_and_repair,2013,7.4074074074074066
BHI-028,shipbuilding_and_repair,2013,7.4074074074074066
BHI-031,shipbuilding_and_repair,2013,7.4074074074074066
BHI-025,maritime_transport,2013,-3.614457831325301
BHI-034,maritime_transport,2013,-3.614457831325301
BHI-028,maritime_transport,2013,-3.614457831325301
BHI-031,maritime_transport,2013,-3.614457831325301
